"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2325","cadastrar um cliente no site da automate exercise","","Fri Oct 11 11:35:10 BRT 2024","passed","Fri Oct 11 11:35:12 BRT 2024","","teste site da automate exercise","",""
